,price
98665,4111
52270,4155
153049,2790
84930,8895
105073,2760
2004,608
30882,1882
94285,1280
165219,13069
47486,2535
26347,665
86650,4140
33096,1279
153272,12958
129894,7592
24975,5889
179910,2457
76056,4199
66371,5096
40754,731
189418,6659
53641,1300
100570,2582
9633,849
45051,2511
36866,3790
189794,505
144958,1636
162053,605
160200,776
89096,5426
178289,2227
49304,523
75816,895
11285,5778
83840,5625
167747,954
126821,561
59908,3303
118401,5699
23309,2045
91885,3997
116571,2371
165134,2680
125209,5610
75052,5395
93976,1279
35026,15919
43864,6098
143652,811
64960,2586
162820,4425
6758,4270
97794,3457
26121,6814
140531,4197
4614,740
7821,2170
121171,3160
2364,727
67083,972
171600,1238
83971,13445
37491,3043
126952,9275
152576,5273
25499,756
91667,2757
93985,756
100626,3333
374,7589
84202,536
168081,4704
31234,2863
147988,2402
15010,5866
124313,12161
107220,9141
88314,5236
143929,5063
21394,9225
150835,3881
25315,4878
74683,4293
35218,2767
191235,1412
141534,692
123608,5268
73830,930
63915,1401
79131,959
114767,791
88255,612
97335,3267
118718,4197
29598,851
115206,1940
147858,8020
124530,15393
77524,3276
109846,10181
69249,5628
37560,1591
37173,5124
46897,5407
176741,2202
157246,14817
97114,1710
145814,9235
43567,10104
176445,4434
132416,3525
27848,11109
32678,859
166348,1415
189017,540
166510,9698
44259,544
184616,4735
167584,552
190809,1124
121994,598
76297,2345
125121,3265
133262,1263
19427,8749
165085,2767
36032,15162
152651,576
52172,3334
7905,3220
96446,941
151010,530
729,3142
60739,844
135847,945
83899,959
63319,2282
175557,4966
93082,8064
171846,2176
162960,2184
170041,764
31577,810
169418,11965
67754,504
56948,4527
96800,698
103055,4347
49890,6912
43575,6171
192795,11781
91540,756
65291,1237
38933,1033
53853,679
139213,2307
112568,5436
188327,838
5479,1668
44835,3875
154772,2977
136983,2357
176813,4668
151223,707
160665,819
122015,1247
146707,1181
223,3850
59857,2514
167304,7950
16844,4043
134321,5411
99933,773
26608,3163
44767,13092
180411,1266
53161,2013
27714,625
37692,8287
64183,926
151928,1389
189501,1410
13135,844
140349,3041
118472,5815
64698,7276
186090,3015
116332,1187
20227,3338
85022,18275
98065,11202
122737,981
11240,544
189776,700
115979,848
118703,698
3213,1160
24761,873
83531,6945
58233,10929
1896,947
162323,1151
104846,4355
150639,926
177281,3979
128287,1598
36233,15475
43233,2610
33596,828
88965,1708
26906,16601
119429,2441
130566,2979
22501,1228
58491,646
158520,8590
134205,706
21877,2681
128630,992
58826,8911
39209,2812
22140,7708
61978,1061
123509,765
52579,12787
162649,13907
160818,15977
53285,594
36050,10681
147410,7918
146623,3425
121268,3394
111961,476
106535,2365
58999,2946
125488,835
190094,5617
177186,421
108811,4481
74715,1410
192935,900
47759,3363
162208,11838
156385,3345
162446,4102
20561,11473
93719,1033
8145,3065
63448,2096
122587,680
126902,6223
118063,816
28125,2398
113512,2141
136392,6628
131053,12812
132966,8504
138887,3457
27672,5621
160528,4629
97747,1959
192528,435
60265,1273
121809,12539
180057,720
21144,802
49801,478
144737,6509
181193,5192
141887,2879
192158,2210
123923,10428
59831,1241
56507,4032
130105,14067
45386,571
149364,4737
74628,10349
93357,1068
2210,657
33424,552
64843,8796
106439,8040
182176,530
152941,2649
40807,1107
85183,575
114236,5098
325,942
156955,3403
41635,477
67648,826
38448,838
59153,4513
62205,3925
149582,2648
161433,473
105500,1268
96673,878
27282,647
40619,8879
166435,745
159261,8774
143098,530
50816,15162
191567,10003
20421,4564
91769,694
43553,2670
18852,3036
190507,1421
36227,724
83240,840
77247,739
7364,3920
47548,1631
180002,2836
44637,1786
179791,4469
112254,681
191583,2459
166111,2657
128706,854
61018,9240
17353,4858
17480,997
71735,5002
127373,4158
53405,9921
62896,743
31559,709
193176,12416
80494,1849
20771,3531
157735,1820
166556,847
31713,4872
167489,1949
126119,13312
116217,885
150306,1002
132516,4921
142469,552
85419,7291
140915,2056
101581,9252
80970,10927
78505,4654
14877,530
114206,1249
116409,961
4471,7911
174615,6343
32412,5358
77201,1780
71153,6962
188789,2138
169781,664
53194,7950
63035,1112
111582,1061
79435,1929
102704,1698
28505,6533
52123,10339
26874,1999
111711,675
136574,1881
89618,662
21014,2996
151809,1224
30525,7274
136439,873
48673,4189
117463,16300
74800,754
23098,1944
37463,2125
153476,6097
44800,6163
133167,2822
129508,4372
113628,2960
162378,1950
163862,630
91164,678
51018,907
114341,8866
20701,967
20276,2398
39744,1971
3508,1967
134343,8645
88402,4389
137324,2728
182875,3570
27830,1059
114467,544
124578,552
141732,713
32074,1656
54579,596
83771,668
123272,1886
162020,5098
31943,625
171736,936
105413,4355
91558,4603
79664,3398
185004,2558
176821,810
58758,15162
99906,5531
166409,812
156117,1024
240,1752
99324,2473
114313,1163
6737,6669
101703,972
63286,394
133427,3559
26684,2573
40310,3720
56037,6618
3336,1013
129323,687
54930,1669
145676,892
62330,541
151754,5174
72438,2476
88665,544
139845,1431
65741,3729
132423,7418
87514,5645
65376,630
68320,1187
185677,4022
33606,896
116439,5351
165944,523
76159,6106
139470,3108
166559,10769
159831,14215
161318,929
174055,1662
115127,682
1360,891
69538,10736
149567,810
27396,1013
101270,4764
183865,935
125232,789
61771,2631
49146,5045
123286,5264
168663,3192
74032,4890
117020,447
98549,3334
93306,1031
121207,2870
176501,12647
58831,895
129259,1566
13650,1767
102743,1395
161985,5913
156338,2361
186814,729
141946,2376
186927,1235
4553,837
186346,408
167454,558
106733,5158
114347,17659
99444,9705
179299,979
170267,3959
105835,8752
54024,576
33516,5186
124500,498
150982,1608
30504,4524
12594,3267
108981,1286
94451,746
128830,970
148229,988
147570,882
46274,4239
134306,1087
53254,12773
2664,13596
79582,1078
84877,2559
61904,1061
79014,4513
84457,9199
166438,3064
75281,7197
86027,670
4439,13596
186711,1140
150557,2839
139031,868
42177,13963
98464,2381
100374,5312
191792,6261
14148,855
3829,3461
175499,1727
192793,3494
128804,2394
145498,903
157787,14799
162189,2872
167295,9341
126907,447
9861,5345
15719,686
11634,1359
151730,532
99360,1786
94831,6040
51947,2088
110215,1046
173022,1906
51968,1968
132235,605
96239,600
24729,812
8500,675
117804,591
99869,2677
75834,559
5553,1228
139125,4326
184631,758
61758,1049
113054,814
191024,7079
58036,5279
79725,995
185966,5689
3834,11475
61741,6727
191218,9028
88310,4081
101420,1046
177821,668
127804,5551
90479,992
34054,8794
16362,640
158850,1273
26714,17983
135901,438
33775,1235
31882,984
25812,5116
52028,647
192442,9761
13734,4672
52091,844
72033,612
122383,7760
67290,2622
55679,3171
173694,6048
19251,5645
22681,1158
118265,1758
53808,3270
152123,4735
21522,739
151691,1689
96755,1881
48533,984
126384,1656
97786,6733
61168,2331
78462,8726
85833,2704
174779,421
57464,14853
159006,1069
98013,492
111857,4478
136894,5370
193464,5499
153304,765
100945,2148
140522,2707
18595,1820
189042,5167
18180,2398
156919,1220
44603,7044
189022,4585
39636,1715
109073,904
79259,7258
178071,1827
99258,4931
145175,691
32369,5667
39640,11047
26662,1323
115240,1607
147766,645
62878,1720
113308,5504
119081,3294
156614,544
127234,5063
156074,12981
75978,439
48129,5093
79807,1069
56603,12792
77871,2145
82109,2409
131867,765
180568,991
135399,9178
51074,1408
16739,625
175036,7207
192766,1013
40158,14660
27225,573
60797,7308
27943,10685
58048,3540
55749,5321
187589,1410
9793,1415
184094,853
43582,8248
74920,3776
88577,2474
145290,2782
180824,4868
96724,8475
155829,917
31573,1033
161843,4395
152749,1757
123140,706
6056,4588
53728,1974
114755,6091
23788,574
172402,958
58771,394
10375,1123
16284,1235
139000,7318
106547,1834
102723,561
6182,4385
166206,521
188088,12686
87619,2312
176640,649
190805,844
62849,1646
151720,2560
152322,750
44718,3497
20379,746
97055,1018
13460,2867
103659,5192
128497,12539
102771,491
185217,5086
36380,8049
157943,1123
182830,600
76522,3530
4187,2282
163857,1925
13873,6814
14916,12284
46195,2222
162391,4205
156740,529
112510,4900
182347,844
170468,3701
27692,8602
104609,1865
95497,616
132832,1349
108607,666
191990,829
87372,589
134675,9775
151750,1170
172623,4704
27710,583
77769,1240
10573,1818
165344,3121
160807,5453
52552,707
135361,4778
157471,4227
12805,15335
50083,2862
117641,7972
174483,7223
79027,14948
109532,3823
40568,1963
63242,1776
155067,1314
68735,1438
98015,3749
122930,561
34295,2125
16399,2935
132146,1145
160809,1059
111557,2623
188428,4326
191531,696
18989,902
160247,684
84868,3668
74167,2708
83165,9471
170063,1573
81283,2646
124819,645
71559,3216
62652,2106
115569,1286
89541,5817
160913,608
34692,1140
187271,1200
54825,949
124159,3220
73023,987
55611,2200
100449,2971
168929,707
85854,816
42301,6353
110020,5759
133986,4399
6308,580
56338,616
85932,2852
36936,787
48338,7522
7954,452
152708,521
44939,4140
48934,6664
85738,4698
186257,8157
105591,5411
106652,803
189116,803
65610,684
41083,7305
87932,2499
171391,6618
103375,2686
151252,730
9549,6607
103860,2474
87613,6124
45269,7573
82029,16319
18935,5364
126208,5646
121679,645
52824,6765
25218,4853
63673,7787
140695,1813
193376,3365
118967,1846
115580,744
140755,5163
66832,3830
98643,1953
182802,665
130423,6085
31100,7567
22112,752
176188,1904
31117,888
47374,3696
114909,471
65933,2311
119268,6224
138319,716
42237,900
6642,1439
28532,470
13006,706
23585,8616
53189,5788
184017,992
164143,5483
8885,561
72702,979
80223,645
36800,4668
122021,907
55589,3562
146862,986
81330,5237
872,4891
76543,3593
64490,6713
79458,2111
125276,629
130754,4732
128865,6369
88109,945
54826,2215
59482,851
91884,2320
145638,3393
53374,2048
125669,2469
151747,7532
72681,3316
22224,990
96116,3765
101310,621
105104,5181
71779,1917
169159,883
169127,1728
29148,600
176949,846
188666,5546
48599,1709
156799,842
78648,2170
62422,1237
96282,1244
101692,3365
106062,9761
68964,5093
48247,14256
49338,1170
81552,3701
175065,5504
85903,1263
180140,8334
190595,1932
38959,8233
108625,10441
75687,1026
164788,470
77164,1103
45105,526
179323,6377
80330,2805
153030,542
117233,4726
99442,3000
97569,7088
188136,720
19960,2776
187857,2221
172023,1013
112276,854
107927,15145
169921,15188
187297,868
92146,4320
32737,4642
177296,872
177819,734
122472,4224
72483,965
180787,653
161454,2825
53703,3763
30427,776
177257,819
179541,2016
168525,732
178209,17458
46788,4355
142171,8133
12010,1179
176440,1008
94134,1449
134027,672
5229,752
64752,4643
26980,8907
182324,1094
188691,17673
168083,4452
113152,2461
151704,807
29594,1721
142545,2759
30344,3425
161086,589
23521,954
184133,12688
128710,3746
25755,8701
155368,12317
165785,3706
51702,6722
64451,4213
25685,8181
25704,14925
137121,2818
85934,4276
77026,5311
59992,942
184720,1814
70375,4661
132445,4389
3542,2415
11742,8818
8015,2375
115118,13014
142265,6108
184519,5321
75330,11554
149204,1433
17532,695
183843,730
95644,706
125953,4096
79147,517
145637,2258
98393,516
25597,1029
117623,3861
98572,1746
42248,579
97550,684
136768,8567
5350,4920
140509,5712
154402,422
5194,6855
21712,6224
124198,699
127300,1080
8668,3171
191366,8736
78490,4078
103191,8408
185258,766
102581,3754
172621,5595
104806,462
121883,561
58778,1151
172460,3766
185448,4855
87709,2262
77813,942
80396,9705
125268,1754
146374,1069
92350,4029
109491,15658
20470,2928
98944,10019
48101,1094
85703,5543
186863,596
53156,1722
50717,477
83532,4443
24962,11459
120690,10064
60079,2721
176980,1094
189570,12622
142506,4341
178803,1059
103056,4267
52255,2333
31946,2759
144756,2327
97173,710
126009,7118
151499,695
179263,1401
86076,8722
52734,5638
176290,5006
18137,2951
191440,2737
141204,6152
16647,6944
126825,2968
176370,862
132738,2792
45297,1721
25604,2052
158182,1978
116734,5473
126663,5792
173085,4604
636,1105
175593,981
42884,371
70010,1637
152378,3619
50259,2462
155351,2559
164432,645
153111,8975
61572,1404
23789,1228
136227,1044
42109,3669
10681,4828
142994,678
171266,686
20945,1130
154350,8811
99835,2124
63713,863
177608,5260
156324,3352
86083,1668
25791,3136
45245,5929
6319,760
21879,596
97572,1827
137017,1588
57272,6163
41204,2313
79494,4435
159873,3472
179623,3118
189594,4612
90147,13298
176100,2705
28964,1630
93694,1613
94745,6974
186145,4456
140684,6048
14977,651
173187,2842
163570,15102
90183,3387
48266,3269
183685,2387
141206,706
11125,1002
47030,854
40074,995
26181,6566
77361,895
164893,726
59472,627
136712,4817
81041,590
130309,734
66706,8637
122279,2854
122569,8232
151449,5626
127142,2270
123739,6274
5207,2169
161543,14888
352,1061
15298,2240
39133,1960
179934,3247
135356,3473
123211,1919
34839,11263
150242,770
21216,15465
88362,1827
11632,3892
167750,10754
169938,783
164741,5038
96716,5644
140691,1052
23307,4084
86096,1875
140436,3563
10837,15584
90496,984
93479,4101
40123,886
42377,1098
42552,8457
72686,4654
44976,755
180223,5056
146408,1752
115658,3154
57626,3105
165506,4666
25503,4540
97620,1274
171292,1379
186355,4764
120426,832
167150,10478
172401,965
99361,1202
162739,3119
88781,5016
48773,1941
103221,4542
52336,1220
50819,6223
96647,858
120785,5204
67034,1642
142406,12709
40252,4591
117387,4274
63426,579
174670,15842
154576,1282
151543,1449
180660,16562
96962,855
167149,6565
73025,2327
182164,17936
134667,5249
189416,1046
131850,7346
147835,10389
45079,434
89910,14534
22280,2512
83615,1802
3519,9502
96240,1819
24223,1997
34294,1008
34727,4981
134700,702
76545,5759
101244,885
139814,15948
86351,3643
104421,2905
108523,5058
139697,2337
46959,4286
40224,8210
143744,643
31792,5042
145147,608
77087,2388
112548,15792
10531,4311
57971,2713
22151,16358
94679,1318
72,2705
65770,756
58888,8431
48606,3357
34004,965
180652,1605
86785,5154
184915,705
1494,16384
69003,1312
105429,571
111004,2578
149339,446
57265,598
81974,844
127585,1778
29791,1689
28443,14709
176097,4395
21043,8189
37171,705
121857,469
173847,14900
86474,8774
164875,1261
79427,9169
112003,1886
144612,1786
145042,842
115741,9290
159545,2984
137998,1192
82032,2029
149927,3504
55634,923
147921,2382
67024,698
138778,10983
47999,2700
54423,17029
80609,1185
110103,4401
81498,3154
88363,552
55300,10286
69831,3004
3331,10182
89997,13132
91841,1074
8536,720
30684,765
33737,9452
28462,12707
148290,11746
137784,13393
40085,5717
131093,1257
47774,2135
50007,2140
26905,1035
130795,4374
87142,5005
188439,1031
37175,579
134887,10291
193230,2655
145135,2805
142991,963
89309,1249
132272,1819
179437,944
20374,975
89816,2373
65436,523
156291,4381
87587,1838
192984,8475
146476,5345
21952,4284
134571,2200
150310,898
130169,702
68959,706
38506,802
160754,5086
109255,544
123959,1040
38099,734
6998,958
179794,1021
70899,1018
177865,1925
77911,530
55926,6261
83001,3119
10919,2347
137183,557
48515,903
60554,4648
191362,7594
165516,776
36579,2538
128474,579
121421,988
189180,7362
137400,923
133992,2211
182906,593
50694,604
172965,672
177355,18296
79488,7018
145651,840
62341,8617
69193,4390
123440,7790
10499,2485
52585,1822
163446,548
46614,570
80175,2012
85826,7279
168030,4419
177944,10861
107281,5604
55540,544
170789,4463
63081,457
112943,3114
182860,11605
89128,7943
160549,852
139713,11863
68605,3665
51290,827
116689,998
126743,992
154900,1656
22456,580
185718,767
140615,11019
183535,738
131739,1580
41053,3293
94198,8475
4968,6321
21215,3732
25872,5599
179952,452
74824,1917
71424,929
189683,653
141978,5235
10396,1389
91569,4173
125958,3472
135163,16709
72428,4430
88615,2590
186505,4081
183423,7134
2794,3082
155543,3161
67692,2133
46249,682
111206,3797
50678,1180
108556,6825
36066,692
122582,4391
5527,664
120655,454
159669,5302
105306,6750
86810,827
31106,10681
173492,1616
119294,624
3750,8243
23909,703
86384,1400
181190,2218
177039,444
79352,2596
85868,1980
173562,5872
95038,5034
17759,1815
132173,3084
574,2351
162021,6915
84791,663
58669,3978
38320,9092
146780,4355
62121,1836
45122,4521
16931,10185
55878,8243
93760,1984
93425,12899
44796,956
9031,789
62842,8333
105026,5361
146111,2936
34740,852
121646,5096
51814,16431
190639,500
128895,10824
70439,1925
57302,768
157422,3991
118007,1431
47812,1057
82181,3951
109031,731
122960,532
35841,1240
7408,3189
88392,892
143841,867
115938,5226
45012,5532
55471,3189
133413,3968
6599,430
122986,4586
62165,2276
164853,15931
151551,5967
135925,478
138753,1569
141742,2290
34811,5817
7574,969
183510,14482
127073,7328
74455,8145
68679,737
98275,4455
133979,5082
95118,565
81226,898
128598,14294
123860,596
25071,3089
23362,878
188491,720
86141,1327
60962,5394
165210,939
151952,3011
181116,1752
109790,16506
173612,473
46943,14247
46436,2459
13467,2224
76702,2505
179788,1397
10539,552
122548,1173
20288,5768
113121,8770
66887,867
120287,536
166420,2950
178345,4749
92245,3378
35128,1395
120936,1140
50164,593
86000,668
51545,1049
70859,932
85332,1839
57918,14488
164353,4225
49440,2160
140409,1684
182398,1425
169984,421
38275,630
95331,1986
191925,823
49567,1741
9240,768
137061,5192
13051,552
67010,579
189583,3282
7762,772
56183,5546
54752,620
176555,956
29678,3225
34895,12336
96236,1710
136526,449
130445,1010
51308,542
100402,2919
7846,3312
146769,467
28459,1689
103348,6397
123931,2443
192889,890
177502,1105
162957,1349
118316,491
125071,1783
183517,918
60452,538
16541,2725
127482,5690
53483,2572
44404,1557
79850,1719
39564,4785
4756,3920
106596,663
105444,2587
92064,523
44330,15919
174287,4081
80639,743
74294,5373
70808,4078
191675,828
82327,1981
70276,5487
36517,4307
36699,1743
942,878
190727,876
138894,1020
133378,5221
172544,4234
29834,10562
83538,7333
163564,1094
178042,4075
98034,2064
77942,1264
125186,10270
51527,18276
159032,2721
189696,3884
17704,4187
86058,8190
70519,628
153378,1130
166950,5553
111182,4989
127547,6522
184114,911
111614,2304
157019,5612
35981,581
166279,14692
152669,3576
69454,3360
116502,686
22235,6048
112411,11189
43232,943
167366,684
100869,344
110025,776
101306,6492
146431,867
104406,2835
169125,15413
57673,593
18289,2738
119733,5226
99720,1633
1308,1129
25021,2357
189505,4007
90671,2307
58781,2375
60866,4940
29303,3246
114694,18756
79475,1241
105395,1408
105817,6987
146989,10962
25310,579
27777,10003
105264,913
10437,4922
28986,6038
127587,1656
78320,7137
185567,5495
80106,5013
169500,450
69213,7991
127418,3810
145661,1013
174529,2307
133278,2756
92031,1041
19460,457
10900,9498
1973,1999
64731,3461
111965,7437
25333,640
86894,521
21521,945
55341,2968
127763,7157
92372,1068
146527,1736
166829,6353
66505,1286
127757,2182
24687,2874
126354,2211
127218,5398
178455,2277
157916,1400
139901,1017
128356,669
142557,8858
175773,6448
99087,2421
50201,1443
98789,2893
69748,5761
44713,1151
87576,17723
188080,755
46016,2520
192700,3726
93567,1196
103581,4540
120059,374
44476,3146
89185,2298
10286,3136
106835,1625
101488,972
25608,4536
151602,991
47298,2512
191314,3725
63137,5635
59844,4960
137742,1889
51403,14998
81232,2028
163390,561
11911,641
189399,15531
189473,921
45277,17408
59400,579
142010,933
122227,6509
110712,7155
25937,661
165158,8852
135692,789
24793,9694
124542,462
141808,2246
38992,1582
160202,707
83132,576
139661,944
25446,6216
21802,454
112008,7589
139141,1012
165006,9542
49004,15132
190635,489
2377,756
79826,2317
25916,1815
61540,2396
75810,992
178492,4241
127103,1694
41648,2781
29735,2652
183860,829
100702,473
166455,709
8726,2134
170569,2130
5253,477
158258,721
91498,1792
62719,3634
186529,9176
51132,911
91311,396
152241,802
28939,2302
151146,878
129285,1097
30152,802
80925,462
104608,1758
124557,645
6687,12196
169660,681
2892,1777
183851,1995
136512,1435
148314,10012
78854,605
164026,574
78938,14489
135416,5839
105285,537
9040,8139
9021,5699
147669,6303
72729,427
115773,743
107652,1030
51267,475
165781,3624
64807,12829
189327,765
187905,6405
47172,9677
169868,4304
106324,14424
5504,4845
15759,628
49726,15627
116473,10463
14264,1087
115057,526
161562,4620
10050,7187
187023,2381
33913,858
108092,1844
112747,4425
118204,2359
119350,5154
139039,18242
174489,3435
58486,803
111112,1013
139835,854
50917,7385
168684,607
100640,7283
180310,2202
20393,2706
85640,2719
106091,7276
4391,10111
38879,5226
180321,15219
49401,4466
14980,612
28594,2436
169523,7375
90305,12608
89130,2297
123155,8864
183318,737
36544,3457
137880,838
157155,8184
54444,958
55349,2426
131493,717
30589,4740
70972,4337
163407,7783
114791,2434
117318,827
16777,1163
75275,2596
17898,16340
10996,13587
12147,660
51552,7565
146547,801
175256,11965
191636,8742
10727,6660
78830,1226
97122,854
16149,1221
141287,2946
42697,728
126435,957
3386,804
169443,649
4130,918
103516,583
94635,5175
105086,5113
123449,2682
47131,7152
183654,694
35573,965
176043,944
59225,2633
111157,7437
138649,1848
66170,6352
99448,461
158003,18394
125340,3007
183548,1122
107975,1223
36311,2161
188686,1438
86177,633
65721,858
160964,2537
161016,8157
151759,579
135957,838
164099,1668
165491,576
43137,11434
70068,1206
116091,4413
15796,3332
65823,1992
48159,3473
129012,1135
136595,3471
22008,6368
63414,882
95586,596
116756,1665
20400,489
8886,4673
5632,3903
87772,2517
145143,787
78891,671
149698,625
19615,1153
827,1063
52379,9370
1503,2052
183655,505
28658,3816
40353,3300
158726,505
181475,942
2777,9882
70672,2801
50770,1803
193160,5256
166116,1612
86223,921
53232,13453
50782,2694
186155,2973
60501,3171
75014,5761
183936,4987
140030,1143
162174,911
155128,814
94084,756
122373,2860
121436,2306
137983,2607
92373,3796
167837,990
53539,645
117644,1774
171494,10880
113515,18295
64801,3991
131918,558
161614,477
85284,10801
144039,4673
30623,7451
51352,5301
59541,2112
78761,2594
135637,6683
50587,1107
114118,18124
159824,18178
167575,2512
68640,8451
58070,1087
90420,8580
36942,4497
118670,4712
44454,482
90997,1731
77444,526
136140,911
92964,4108
183777,5257
54162,855
49534,1072
179525,1018
56729,3696
101062,2247
77965,11589
132917,612
60118,863
70000,828
31178,1298
20117,1076
105029,598
40671,1356
117760,1624
147263,1095
51812,907
93597,2806
111681,1793
174476,1591
8217,5276
4766,2134
17010,492
123970,13737
10806,3669
155005,2426
91131,1744
114507,2294
52104,2860
19790,6108
107088,14481
46534,473
97053,2911
128702,879
3966,9526
32061,1057
18737,8430
35512,8681
176705,1000
175193,378
116889,2870
27092,2335
146333,877
184806,9562
99447,1013
40723,1214
52791,521
113385,1207
160955,3527
179219,1170
31327,3387
14723,4861
105334,5752
19770,3752
131695,9116
131848,1048
98606,1559
12542,766
178092,771
32348,892
78271,756
154029,1306
63935,823
165470,3584
121071,2391
98766,3863
29392,2768
86750,517
124024,2938
32014,1186
95821,2401
115213,1853
31877,2049
24430,12598
43627,1268
19616,3379
187986,7550
144133,561
177540,692
95129,3669
54152,9425
21425,1624
52529,3425
104864,5914
128990,4270
3475,1850
152078,3696
102602,4241
179372,1389
101664,5127
64139,1059
62626,3270
147901,490
184185,8069
32805,589
75387,1250
164674,3268
140536,844
28161,720
180805,1035
167783,778
40871,6702
184179,874
118893,18766
73913,2067
92965,3835
171194,788
133820,3856
47939,9972
85370,2030
107039,6040
140224,403
8519,1942
158570,544
2809,1668
169365,829
88650,2975
96867,2840
171486,1890
55362,18407
67605,2271
173348,1052
168343,1035
164146,680
64767,11709
172784,8684
100180,4743
148696,743
78205,6467
173816,4704
77260,4189
113526,756
28356,3740
22755,18791
107745,648
90355,945
168396,790
172117,17414
40908,12378
56329,2652
116676,4581
112420,3464
1106,4130
71410,886
172448,14503
92017,5001
79163,9212
178104,3399
57225,4001
63827,3520
121354,732
172662,2473
117898,1153
159323,12576
115683,882
24790,1050
76061,608
89764,600
43096,3468
177790,984
157733,689
101458,658
48736,15615
131823,580
41181,4081
118723,3822
141343,3124
185467,10930
71910,18363
153279,3134
188423,17458
6038,4211
118064,1865
24987,693
106879,15323
128020,2264
38739,369
94613,579
147650,666
188954,4586
6953,2855
173147,433
155515,7096
58318,4521
73061,6640
108485,7258
60965,8225
80940,8650
106967,1894
139035,1100
135347,15185
17676,12012
21409,1631
103505,4824
187339,5342
85554,8596
5384,1658
187285,4853
48617,1813
69739,3026
74727,827
21028,674
75073,765
134742,2536
15609,1014
10441,740
96958,1847
15988,1601
129174,805
95607,1022
65086,8736
117210,1780
16478,9876
22830,1585
112623,3284
19929,13998
77718,1087
126547,1676
122902,4559
106781,5006
113702,842
172100,5688
172111,867
16465,2810
41534,844
4967,665
185747,734
75497,645
86726,3724
77203,9218
21943,4242
75922,2049
1307,6768
19499,731
184641,945
128953,1942
19052,7589
180673,472
107233,554
5568,1238
44417,6215
34869,4666
81794,5775
150349,8736
147786,4612
142031,10351
55158,434
186167,5287
59826,2400
46273,7592
182075,7526
78892,6416
32344,2274
15518,3548
71510,1857
148392,2947
108762,1063
139578,1113
66648,658
148334,700
184941,7343
184620,852
95105,4191
136337,4042
188603,6738
172451,969
166798,461
88827,558
156336,3903
4479,3032
8232,1140
103825,2067
89975,561
88709,14065
180797,666
98733,4199
147317,2394
74516,5218
72383,1111
150541,3122
130383,5192
115157,15246
64816,11514
57379,438
68297,756
180274,9035
86176,3197
56515,4838
72800,1053
76057,695
66180,7267
174048,1250
139240,3659
30411,5416
44178,6874
186746,2363
138605,1698
36229,4295
30118,1008
70863,3108
155209,3950
162238,936
57076,8139
120661,2210
1913,9901
165918,630
163400,868
10962,4648
66604,682
171807,650
118000,5156
158162,2137
60842,8299
5513,4984
154482,1195
79868,1170
163666,544
42670,3447
193174,5792
66855,715
137725,10090
192249,2117
845,17448
115684,10267
105777,3374
62743,1621
102037,14065
75682,15575
34857,8932
25924,742
6620,624
92687,8752
143426,1998
123118,766
64712,10809
11784,16407
48013,804
152722,5651
105082,7203
50872,6290
75793,1018
90296,4672
12695,679
54206,1115
83835,707
24955,607
112571,958
14759,805
115671,6180
151603,11709
124971,9876
169612,624
30516,1050
118144,8524
180386,2522
162192,419
29153,576
136916,2674
3751,3673
90249,900
126553,1220
54601,2583
153171,9799
6761,910
19987,1850
172404,498
102798,534
27214,5723
110248,562
9662,2270
87070,1389
22444,769
35271,3192
109594,7275
118794,3798
143330,622
191910,5281
25544,1179
79392,2671
18276,2873
11376,2202
172748,837
140127,6416
96207,1064
54999,1696
92388,2307
24623,3296
153732,1295
88442,472
19621,5217
2250,10336
120145,3819
10394,2279
49502,16811
147145,2087
50942,7955
152745,1177
53636,2075
65655,5096
122765,17891
10043,906
128349,2252
4161,844
72233,1154
23818,9424
156848,4751
14436,2586
187588,2825
88836,2245
182458,7099
103646,8408
76520,1294
109308,992
737,1641
54153,5322
143634,947
178131,10225
20751,4032
36363,9193
74907,3696
24094,648
163035,580
107347,828
168747,18541
2216,4270
42381,16826
45139,1590
43513,4740
182752,2890
173978,7295
99831,2376
60116,5504
41290,4027
102363,475
36460,3794
121305,982
36766,571
37441,745
166140,596
40529,3977
12040,3786
186293,784
9474,478
92516,2824
154155,4664
121666,6124
87233,765
43437,875
118256,5724
95256,4042
66207,6716
60926,736
191103,1044
110238,4323
132626,14037
108955,4468
48332,1677
114035,2946
137922,726
169124,963
28148,1050
35666,544
142527,2551
95827,2560
193084,5352
184906,708
93850,2169
175791,1080
55369,843
176375,4974
92270,765
7495,5911
96254,720
181990,5120
124035,698
92401,4253
69719,17403
60416,12271
3384,4260
27981,2902
39670,620
36138,507
116210,814
86189,10305
37024,5860
81052,1207
39932,1651
58060,2658
50763,5067
91739,12140
15135,1802
165197,7910
27501,963
152326,1331
110031,5701
34483,13629
15604,802
120371,3024
101211,2154
10253,6535
109364,15658
117285,4269
33988,17864
50592,824
49340,7992
186841,17983
73075,790
181208,990
53753,1712
93401,4900
172430,1383
98858,720
124051,1755
106103,7135
40020,2675
63743,1435
95068,13092
88811,828
187609,432
159848,8148
67197,2164
23257,7466
120839,1431
142497,5361
75148,2606
173437,761
190071,4724
145515,7409
143858,720
54933,3198
74713,3573
118425,599
67999,4974
128600,640
92664,1618
169859,12084
46604,847
125059,974
165023,1343
66389,2980
71588,648
148080,3544
46175,802
81363,2854
90847,468
65162,4373
160079,4165
41106,6306
136888,5190
128066,16921
171695,1968
114400,4770
146338,597
29270,1744
52454,789
116076,3533
